student_id,study_hours,attendance,assignment_score,previous_score,maths,dbms,python,os,ml,current_score,performance_level,strongest_subject,weakest_subject,learning_recommendation,detailed_insight,predicted_score,predicted_performance
ST0211,11,95,88,60,56,82,74,83,94,76.34,Good,ml,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,70.49220000000001,Average
ST0212,11,92,64,92,100,82,76,79,97,75.93,Good,maths,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,74.50530000000008,Average
ST0213,17,96,63,57,51,92,58,63,59,69.65,Average,dbms,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,69.89369999999992,Average
ST0214,19,94,51,76,45,55,83,100,86,81.03,Good,os,maths,Complete assignments regularly and practice more in maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,76.26530000000001,Good
ST0215,15,67,57,84,65,41,68,100,43,66.17,Average,os,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,68.48850000000004,Average
ST0216,17,87,54,71,66,73,98,56,90,80.93,Good,python,os,Complete assignments regularly and practice more in os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,74.00380000000001,Average
ST0217,8,84,83,75,47,94,46,46,60,69.47,Average,dbms,python,Increase study time and focus more on python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time.,67.77730000000003,Average
ST0218,17,100,55,56,58,47,67,82,42,69.46,Average,os,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,70.44000000000003,Average
ST0219,20,64,66,74,99,52,48,89,84,79.65,Good,maths,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,73.24549999999999,Average
ST0220,11,74,47,88,81,81,67,40,47,66.94,Average,maths,os,Complete assignments regularly and practice more in os.,Focus more on OS as it is your weakest subject. Spend more time completing and practicing assignments.,66.40769999999993,Average
ST0221,15,86,99,99,40,47,45,74,62,75.38,Good,os,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,75.55990000000004,Good
ST0222,7,77,85,50,96,69,68,71,55,67.38,Average,maths,ml,Increase study time and focus more on ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time.,65.70770000000002,Average
ST0223,10,59,64,60,68,71,97,75,52,66.9,Average,python,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Improve your attendance.,65.50709999999992,Average
ST0224,16,88,56,91,84,75,56,52,42,69.07,Average,maths,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,71.41649999999993,Average
ST0225,6,66,68,94,88,86,55,45,87,66.08,Average,maths,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,65.75829999999995,Average
ST0226,14,88,92,92,74,69,62,97,48,79.87,Good,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,78.84369999999993,Good
ST0227,17,71,47,65,79,40,70,53,99,71.72,Average,ml,dbms,Complete assignments regularly and practice more in dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,70.77830000000003,Average
ST0228,18,75,54,43,53,82,42,76,53,63.44,Average,dbms,python,Complete assignments regularly and practice more in python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,64.64539999999994,Average
ST0229,13,93,66,73,74,78,60,87,52,69.98,Average,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it.,71.31729999999988,Average
ST0230,9,74,85,91,87,56,65,54,92,71.96,Average,ml,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time.,72.21450000000003,Average
ST0231,10,66,89,87,84,98,75,86,96,81.76,Good,dbms,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,79.17490000000015,Good
ST0232,16,62,91,99,59,59,81,43,46,69.16,Average,python,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,70.22759999999994,Average
ST0233,16,69,46,57,95,63,76,79,54,63.39,Average,maths,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,65.18500000000003,Average
ST0234,16,74,42,79,88,89,92,98,46,72.08,Average,os,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,72.80069999999996,Average
ST0235,16,53,68,74,52,61,61,55,77,65.3,Average,ml,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,66.73090000000005,Average
ST0236,8,59,83,80,100,68,81,67,73,61.47,Average,maths,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,68.0054,Average
ST0237,18,52,92,68,77,61,51,55,80,78.47,Good,ml,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,76.34360000000005,Good
ST0238,18,90,63,91,88,83,81,43,61,79.0,Good,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,77.67669999999998,Good
ST0239,15,94,99,68,85,48,100,84,63,79.63,Good,python,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,79.33370000000005,Good
ST0240,20,67,97,77,88,76,52,65,88,88.47,Good,maths,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,85.25430000000004,Good
ST0241,14,96,42,81,47,49,50,67,76,69.95,Average,ml,maths,Complete assignments regularly and practice more in maths.,Focus more on MATHS as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,70.8130999999999,Average
ST0242,11,85,59,60,82,75,93,71,83,67.74,Average,python,os,Complete assignments regularly and practice more in os.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,67.55719999999988,Average
ST0243,16,96,85,81,59,76,55,84,40,77.94,Good,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,77.99799999999988,Good
ST0244,13,71,54,52,99,67,47,41,49,60.59,Average,maths,os,Complete assignments regularly and practice more in os.,Focus more on OS as it is your weakest subject. Spend more time completing and practicing assignments.,60.85480000000006,Average
ST0245,11,83,64,88,72,67,79,70,82,77.94,Good,ml,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Overall performance is good. Focus on strengthening your weak areas.,67.58639999999997,Average
ST0246,18,96,69,80,65,81,98,42,55,77.95,Good,python,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,77.91029999999989,Good
ST0247,5,57,53,56,78,82,96,93,85,54.51,Needs Improvement,python,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,57.33910000000009,Average
ST0248,5,89,46,95,60,60,79,47,47,52.5,Needs Improvement,python,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,62.32880000000001,Average
ST0249,13,98,56,48,92,63,84,63,95,76.99,Good,ml,dbms,Complete assignments regularly and practice more in dbms.,Focus more on DBMS as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,74.43039999999992,Average
ST0250,15,93,83,80,88,81,98,54,88,78.88,Good,python,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,78.84330000000006,Good
ST0251,18,68,59,40,81,99,41,82,64,71.42,Average,dbms,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,69.74310000000003,Average
ST0252,13,91,75,41,82,79,69,70,89,71.57,Average,ml,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your attendance is good. Keep maintaining it.,71.55129999999994,Average
ST0253,8,90,48,99,93,41,69,48,51,63.02,Average,maths,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,64.55750000000012,Average
ST0254,17,86,77,87,80,94,51,78,64,79.15,Good,dbms,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,78.43709999999992,Good
ST0255,13,55,87,68,48,47,49,84,56,70.71,Average,os,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Improve your attendance.,69.158,Average
ST0256,7,75,96,72,63,87,83,41,99,63.77,Average,ml,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time.,65.38450000000012,Average
ST0257,11,83,99,49,76,66,50,47,65,65.38,Average,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject.,70.20070000000004,Average
ST0258,10,94,61,89,88,61,54,46,85,73.61,Average,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it.,71.40459999999992,Average
ST0259,12,55,93,97,80,76,55,95,87,71.13,Average,os,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Improve your attendance.,70.22920000000005,Average
ST0260,15,86,92,99,56,66,56,83,53,83.8,Good,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,77.24629999999998,Good
ST0261,13,82,92,79,63,96,65,90,80,82.1,Good,dbms,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Overall performance is good. Focus on strengthening your weak areas.,79.73219999999999,Good
ST0262,18,71,41,60,60,68,41,78,75,67.43,Average,os,python,Complete assignments regularly and practice more in python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,67.89530000000003,Average
ST0263,9,70,63,67,90,42,89,81,96,64.85,Average,ml,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time.,64.23320000000007,Average
ST0264,5,55,47,50,98,83,51,100,62,49.73,Needs Improvement,os,python,Focus strongly on python and improve overall study consistency.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments. Overall performance needs improvement. Follow a consistent study plan.,52.17129999999997,Average
ST0265,7,55,50,94,78,52,90,96,82,67.54,Average,os,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,65.89019999999998,Average
ST0266,14,97,52,73,94,84,65,55,45,82.3,Good,maths,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,71.69720000000001,Average
ST0267,16,53,56,47,80,49,62,74,86,64.55,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,65.73170000000009,Average
ST0268,12,79,47,98,78,75,57,69,44,60.91,Average,maths,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Spend more time completing and practicing assignments.,63.487199999999945,Average
ST0269,19,60,60,61,52,48,71,49,82,69.12,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,68.87949999999995,Average
ST0270,15,79,57,47,50,93,88,77,64,71.93,Average,dbms,maths,Complete assignments regularly and practice more in maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,71.16720000000007,Average
ST0271,10,80,69,88,85,95,77,57,57,67.85,Average,dbms,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject.,68.45920000000005,Average
ST0272,20,73,57,54,58,94,96,89,52,72.25,Average,python,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,72.0063,Average
ST0273,20,58,85,56,50,66,86,44,82,69.82,Average,python,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,70.72799999999992,Average
ST0274,12,52,86,99,52,73,42,92,53,67.26,Average,os,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Improve your attendance.,67.35810000000009,Average
ST0275,13,100,70,62,85,90,77,68,67,74.2,Average,dbms,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it.,73.74869999999993,Average
ST0276,8,80,77,63,84,40,42,78,57,58.63,Needs Improvement,maths,dbms,Increase study time and focus more on dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time.,67.09980000000003,Average
ST0277,5,89,71,84,40,71,69,99,98,63.05,Average,os,maths,Increase study time and focus more on maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,63.78520000000007,Average
ST0278,18,86,50,58,79,64,100,73,99,76.85,Good,python,dbms,Complete assignments regularly and practice more in dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments. Overall performance is good. Focus on strengthening your weak areas.,73.48440000000004,Average
ST0279,5,85,84,44,83,68,40,82,96,62.05,Average,ml,python,Increase study time and focus more on python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,64.46940000000005,Average
ST0280,14,73,64,71,58,46,69,84,67,66.14,Average,os,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject.,67.26540000000006,Average
ST0281,8,80,72,83,51,88,84,62,90,69.83,Average,ml,maths,Increase study time and focus more on maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time.,68.18440000000004,Average
ST0282,16,55,99,40,47,42,71,44,95,59.95,Needs Improvement,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,67.49849999999999,Average
ST0283,18,51,77,62,47,59,67,69,66,69.11,Average,os,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,68.88779999999994,Average
ST0284,11,69,80,76,100,59,60,45,71,66.54,Average,maths,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Improve your attendance.,67.55279999999998,Average
ST0285,6,77,47,47,92,92,97,95,86,64.95,Average,python,ml,Increase study time and focus more on ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time. Spend more time completing and practicing assignments.,64.44939999999993,Average
ST0286,7,60,50,52,84,69,85,97,48,59.71,Needs Improvement,os,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,59.80520000000002,Average
ST0287,5,53,61,47,51,74,52,100,79,58.59,Needs Improvement,os,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,57.37530000000005,Average
ST0288,9,64,90,96,100,74,66,85,71,74.63,Average,maths,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Improve your attendance.,74.01100000000007,Average
ST0289,5,55,63,62,87,88,75,83,59,63.71,Average,dbms,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time. Improve your attendance.,62.52460000000003,Average
ST0290,12,98,80,82,72,78,46,43,67,71.13,Average,dbms,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it.,72.78850000000001,Average
ST0291,5,79,56,40,84,66,61,68,72,54.72,Needs Improvement,maths,python,Increase study time and focus more on python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Spend more time completing and practicing assignments.,55.946999999999996,Average
ST0292,15,87,51,84,65,65,49,62,43,67.82,Average,maths,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,69.43219999999994,Average
ST0293,5,100,96,90,78,53,78,45,85,74.73,Average,ml,os,Increase study time and focus more on os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,74.01620000000003,Average
ST0294,6,51,85,63,67,56,92,71,96,65.11,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,65.19719999999994,Average
ST0295,6,64,71,74,97,57,54,81,73,63.23,Average,maths,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Improve your attendance.,62.49720000000004,Average
ST0296,16,60,54,63,44,84,54,57,87,60.46,Average,ml,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,63.384899999999995,Average
ST0297,10,57,55,56,47,91,43,54,42,57.04,Needs Improvement,dbms,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Improve your attendance. Spend more time completing and practicing assignments.,57.19770000000004,Average
ST0298,11,75,93,44,64,68,71,79,65,63.64,Average,os,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject.,65.08250000000007,Average
ST0299,9,100,61,59,66,59,62,97,47,61.51,Average,os,ml,Increase study time and focus more on ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it.,63.96849999999999,Average
ST0300,20,94,67,60,85,92,94,71,45,75.69,Good,python,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,74.23649999999998,Average
ST0301,5,93,59,79,62,66,45,48,55,58.64,Needs Improvement,dbms,python,Increase study time and focus more on python.,Focus more on PYTHON as it is your weakest subject. Increase your weekly study time. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,60.04150000000004,Average
ST0302,5,54,72,97,69,57,63,76,63,66.26,Average,os,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,65.5396000000001,Average
ST0303,7,55,49,70,84,43,59,49,87,51.78,Needs Improvement,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,53.844000000000044,Average
ST0304,18,75,79,85,86,40,97,59,78,85.76,Good,python,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Overall performance is good. Focus on strengthening your weak areas.,83.5688000000001,Good
ST0305,6,53,71,75,62,89,76,45,69,63.36,Average,dbms,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,63.18019999999993,Average
ST0306,9,68,89,50,88,40,59,87,84,59.25,Needs Improvement,maths,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,61.92970000000002,Average
ST0307,16,69,99,91,86,97,51,95,52,79.99,Good,dbms,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,79.56029999999988,Good
ST0308,14,82,72,54,59,65,72,98,44,64.7,Average,os,ml,Maintain your current performance and strengthen ml further.,Focus more on ML as it is your weakest subject.,71.0702,Average
ST0309,20,69,41,58,57,84,67,42,64,69.84,Average,dbms,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Spend more time completing and practicing assignments.,69.03040000000004,Average
ST0310,10,98,72,46,57,59,47,81,59,59.66,Needs Improvement,os,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your attendance is good. Keep maintaining it.,64.60029999999999,Average
ST0311,20,61,72,90,41,91,40,50,93,69.02,Average,ml,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,77.00380000000004,Good
ST0312,11,96,80,67,43,62,76,82,57,68.55,Average,os,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your attendance is good. Keep maintaining it.,69.16170000000007,Average
ST0313,8,50,52,90,69,49,61,56,86,63.95,Average,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance. Spend more time completing and practicing assignments.,61.84390000000001,Average
ST0314,11,75,69,82,72,98,45,71,57,68.14,Average,dbms,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject.,67.44670000000008,Average
ST0315,15,63,72,97,75,50,100,43,41,73.02,Average,python,ml,Improve attendance and give additional attention to ml.,Focus more on ML as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,75.39050000000002,Good
ST0316,12,87,52,44,57,80,60,43,49,61.43,Average,dbms,os,Complete assignments regularly and practice more in os.,Focus more on OS as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,61.59549999999999,Average
ST0317,15,86,91,44,76,80,71,56,94,68.49,Average,ml,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,70.95179999999988,Average
ST0318,5,60,65,69,58,44,74,80,84,54.3,Needs Improvement,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,56.316000000000074,Average
ST0319,19,85,61,93,86,97,54,58,89,81.76,Good,dbms,python,Maintain your current performance and strengthen python further.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,79.32900000000008,Good
ST0320,10,62,78,71,67,40,44,44,86,59.09,Needs Improvement,ml,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Improve your attendance.,65.09759999999999,Average
ST0321,12,92,41,47,79,56,99,71,51,70.74,Average,python,ml,Complete assignments regularly and practice more in ml.,Focus more on ML as it is your weakest subject. Your attendance is good. Keep maintaining it. Spend more time completing and practicing assignments.,67.87859999999989,Average
ST0322,9,52,77,49,59,61,95,61,86,56.13,Needs Improvement,python,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,64.32890000000002,Average
ST0323,8,82,78,77,88,73,85,95,52,67.42,Average,os,ml,Increase study time and focus more on ml.,Focus more on ML as it is your weakest subject. Increase your weekly study time.,67.84650000000002,Average
ST0324,6,55,65,86,72,95,89,45,89,65.36,Average,dbms,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,65.07789999999994,Average
ST0325,10,99,85,71,51,84,87,74,86,72.48,Average,python,maths,Maintain your current performance and strengthen maths further.,Focus more on MATHS as it is your weakest subject. Your attendance is good. Keep maintaining it.,72.10619999999992,Average
ST0326,10,59,97,87,97,80,45,61,96,61.41,Average,maths,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Improve your attendance.,65.66229999999996,Average
ST0327,15,54,89,67,90,68,64,40,94,79.16,Good,ml,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,75.43539999999996,Good
ST0328,19,72,54,56,54,43,95,59,50,63.07,Average,python,dbms,Complete assignments regularly and practice more in dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Spend more time completing and practicing assignments.,66.04089999999998,Average
ST0329,20,59,73,70,80,44,85,61,58,75.5,Good,python,dbms,Improve attendance and give additional attention to dbms.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance. Overall performance is good. Focus on strengthening your weak areas.,72.25949999999996,Average
ST0330,20,93,81,47,78,50,98,87,74,75.23,Good,python,dbms,Maintain your current performance and strengthen dbms further.,Focus more on DBMS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it. Overall performance is good. Focus on strengthening your weak areas.,76.42189999999988,Good
ST0331,5,51,94,79,41,95,95,94,78,63.36,Average,dbms,maths,Improve attendance and give additional attention to maths.,Focus more on MATHS as it is your weakest subject. Increase your weekly study time. Improve your attendance.,65.12579999999993,Average
ST0332,13,62,83,64,68,90,79,50,92,64.39,Average,ml,os,Improve attendance and give additional attention to os.,Focus more on OS as it is your weakest subject. Improve your attendance.,67.24180000000007,Average
ST0333,16,89,88,48,80,60,68,52,65,69.54,Average,maths,os,Maintain your current performance and strengthen os further.,Focus more on OS as it is your weakest subject. Your study time is good. Maintain this consistency. Your attendance is good. Keep maintaining it.,72.91969999999998,Average
ST0334,15,51,79,41,49,74,46,98,85,62.71,Average,os,python,Improve attendance and give additional attention to python.,Focus more on PYTHON as it is your weakest subject. Your study time is good. Maintain this consistency. Improve your attendance.,64.41160000000002,Average
